Número Estação;Operadora;SiglaUf;MUN;Bairro;Logradouro;Latitude;Longitude;IBGE;ClassInfraFisica;Tecs;Faixa
1015039518;TIM;SP;Catiguá;0;RUA JOSÉ SERAFIM, 365 - Centro, 0, ;-21.051389;-49.058889;3511201;;2G 3G ;850 900 
1015039526;TIM;SP;Novo Horizonte;0;ESTRADA DO CONDOMÍNIO PIRAJÁ, S/N - ZONA RURAL, 0, ;-21.588761;-49.284181;3533502;;2G 3G ;850 900 
1015039534;TIM;SP;Novo Horizonte;0;RUA SETE DE SETEMBRO, 816 - Centro, 0, ;-21.468889;-49.224167;3533502;;2G 3G ;850 900 
1015039542;TIM;SP;Novais;0;RUA EDUARDO BUENO BRANDÃO, 781 - Centro, 0, ;-20.994333;-48.919667;3533254;;2G ;850 
1015039550;TIM;SP;Olímpia;0;RUA NOVE DE JULHO, 1110 - Centro, 0, ;-20.739428;-48.914419;3533908;;2G 3G ;850 900 
1015039569;TIM;SP;Olímpia;0;RUA FRANCISCO INÁCIO PIMENTA, 34 - JARDIM LUIZA, 0, ;-20.727778;-48.901667;3533908;;2G 3G ;850 900 
1015039577;TIM;SP;Olímpia;0;VIA DE ACESSO JOÃO CUSTÓDIO SOBRINHO, KM 1,7 SÍTIO SÃO PEDRO - SANTA CRUZ, 0, ;-20.745694;-48.932639;3533908;;2G 3G ;850 900 
1015039585;TIM;SP;Paraíso;CENTRO;Rua São João, 698, -;-21.017664;-48.774225;3535705;;2G 3G 4G ;700 850 2500 
1015039593;TIM;SP;Palmeira d'Oeste;0;ESTRADA MUNICIPAL PALMEIRA D'OESTE, 354 SÍTIO DONA ARGENTINA - ZONA RURAL, 0, ;-20.410833;-50.766944;3535200;;2G ;850 
1015039607;TIM;SP;Paranapuã;CENTRO;AVENIDA DOUTOR JÚLIO DO AMARAL, 628, ;-20.104444;-50.585278;3535903;;2G 3G 4G ;700 850 2100 2500 
1015039615;TIM;SP;Santa Adélia;0;RODOVIA WASHINGTON LUIZ, KM 366 SP 310 - ZONA RURAL, 0, ;-21.270556;-48.866667;3545605;;2G ;850 
1015039623;TIM;SP;Santa Adélia;0;RUA HÉLIO COLOMBO JUNIOR X RUA FRANCISCO CERQUENATI - CENTRO, 0, ;-21.238433;-48.8084;3545605;;2G ;850 
1015039631;TIM;SP;São Francisco;CENTRO;AVENIDA OSCAR ANTONIO DA COSTA, 624, ;-20.358722;-50.696972;3549003;;2G 3G 4G ;700 850 
1015039640;TIM;SP;Santa Adélia;0;RODOVIA WASHINGTON LUIZ, KM 358 SP 310 - ZONA RURAL, 0, ;-21.314167;-48.813611;3545605;;2G ;850 
1015039658;TIM;SP;Tabapuã;CENTRO;Rua Adineal Moreira, 1372, -;-20.96315;-49.031142;3552601;;2G ;850 
1015039666;TIM;SP;Três Fronteiras;0;RUA SÃO PAULO, 589 - Centro, 0, ;-20.239722;-50.889444;3554904;;2G ;850 
1015039674;TIM;SP;Uchoa;0;RUA PROFESSOR FRANCISCO MORATO, 41 - ZONA RURAL, 0, ;-20.952592;-49.176778;3555604;;2G 3G ;850 900 
1015039682;TIM;SP;Urânia;0;AVENIDA MARGINAL, 2328 - ZONA RURAL, 0, ;-20.235;-50.650556;3555802;;2G ;850 
1015039690;TIM;SP;Uchoa;0;RODOVIA WASHINGTON LUIZ, KM 413 SP 310 TREVO UCHOA - ZONA RURAL, 0, ;-20.9862;-49.212872;3555604;;2G 3G ;850 900 
1015039704;TIM;SP;Uchoa;0;RODOVIA WASHINGTON LUIZ, KM 407 SP 310 POSTO FARROUPILHA - ZONA RURAL, 0, ;-21.01985;-49.169725;3555604;;2G 3G ;850 900 
1015039712;TIM;SP;Olímpia;0;RODOVIA ASSIS CHATEAUBRIAND, KM 153 SP 425 - TREVO ITAGUAÇU, 0, ;-20.735044;-49.075486;3533908;;2G 3G ;850 900 
1015045690;CLARO;MG;Ponte Nova;ZONA RURAL;DISTRITO ANA FLORENCIA, S/N, ;-20.36353;-42.84427;3152105;;2G 4G ;1800 
1015045704;CLARO;MG;Pouso Alegre;DISTRITO INDUSTRIAL;R OITIS, 101, ;-22.26958;-45.88963;3152501;;3G 4G ;700 1800 2100 
1015045712;CLARO;MG;Rio Paranaíba;ZONA RURAL;ROD MG 235, 670, ABAETÉ DE CIMA.;-19.35291;-46.12876;3155504;;2G 4G ;700 1800 
1015045720;CLARO;MG;Taquaraçu de Minas;CENTRO;R CECILIA MARIA DE SOUZA, 913, FINAL DA RUA;-19.68737;-43.76666;3168309;;2G 4G ;700 1800 
1015045739;CLARO;SC;Florianópolis;CENTRO;R VÍTOR KONDER, 210, ;-27.5885;-48.54461;4205407;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050538;VIVO;RJ;Rio de Janeiro;BOTAFOGO;PRAÇA JULIANO MOREIRA, S/N, ;-22.955931;-43.177661;3304557;;2G 3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1015050562;TIM;MA;São Luís;CENTRO;Avenida Principal, 700, -;-2.624672;-44.295136;2111300;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015050570;TIM;CE;Itapipoca;CENTRO;Rua Projetada, S/N, Itapipoca;-3.480663;-39.571853;2306405;;2G 3G 4G ;700 850 1800 2100 2500 
1015050589;TIM;RJ;Duque de Caxias;PARQUE FELICIDADE;RUA ALCINDO GUANABARA, 494, ;-22.785389;-43.295472;3301702;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015050597;TIM;RJ;Duque de Caxias;CENTRO;Rua Rua Juparana  - Lote 7 Quadra 19, S/N, -;-22.690154;-43.252162;3301702;;2G 3G 4G ;1800 2100 
1015050600;TIM;RJ;Rio de Janeiro;GUARATIBA;Estrada da Matriz, 2345, ;-22.993794;-43.612083;3304557;;4G 5G ;1800 2100 3500 
1015050619;TIM;RJ;Campos dos Goytacazes;PARQUE AURORA;Rua Doutor Beda, 511, -;-21.782873;-41.326182;3301009;;4G ;1800 2500 
1015050627;TIM;RJ;Volta Redonda;Aero Clube;Rua Capitao Joao Mauricio De Medeiros, S/N, -;-22.503627;-44.077709;3306305;;4G 5G ;1800 2500 3500 
1015050635;TIM;RJ;Cantagalo;Loteamento Passos Dos Reis;Rua Nilo Peçanha, S/N, Nilo Peçanha;-21.986194;-42.37694;3301108;;2G 3G 4G ;700 1800 2100 
1015050643;TIM;PE;Triunfo;CENTRO;Rua Projetada, S/N, -;-7.84239;-38.107524;2615706;;2G 3G 4G ;700 900 1800 2100 2500 
1015050651;TIM;PE;Recife;IMBIRIBEIRA;Rua Pianista Isnard Mariano, Lt 16, Quadra 00 Q67/Lote 0016;-8.095453;-34.918458;2611606;;3G 4G 5G ;700 850 1800 2100 2500 3500 
1015050660;TIM;RJ;Rio de Janeiro;VILA DA PENHA;Rua Eng. Lafayete Stockler, 961, Eng. Lafayete Stockler;-22.841083;-43.311722;3304557;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015050678;TIM;AM;Manaus;CENTRO;Rua Itarumã, 22, Atual Maracanã, N° 22, Quadra I30, Lote 22;-3.058511;-59.965028;1302603;;4G 5G ;700 1800 2500 3500 
1015050686;TIM;MA;Barreirinhas;ZONA RURAL;RUA PROJETADA, S/N, ;-2.571428;-42.747768;2101707;;4G ;700 
1015050694;TIM;PE;Paranatama;Brejo Velho;PRAÇA JOSÉ MALAQUIAS, S/N, ;-8.93906944;-36.72138056;2610301;;4G ;700 
1015050708;TIM;BA;Jandaíra;ZONA RURAL;DISTRITO ITANHI, S/N, ;-11.545564;-37.569308;2917904;;4G ;700 2100 
1015050716;TIM;CE;Cruz;ZONA RURAL;SITIO CAICARA, S/N, ;-2.867583;-40.402556;2304251;;4G ;700 
1015050724;TIM;CE;Crato;SOSSEGO;RUA MONSENHOR PEDRO ROCHA, 1, ;-7.244319;-39.424319;2304202;;4G 5G ;700 1800 2100 2500 3500 
1015050732;TIM;MG;Itabira;CAMPESTRE;Rua Chácara Fernando Jardim, 555, (Hospital Municipal Carlos Chagas);-19.619667;-43.22175;3131703;;4G ;2500 
1015050740;TIM;RJ;Rio de Janeiro;CENTRO;Avenida Av. Genaro De Carvalho, 2181, S/N, Rio De Janeiro;-23.018172;-43.466378;3304557;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015050759;TIM;RJ;Rio de Janeiro;CENTRO;Rua Senador Rui Carneiro, 301, S/N, Rio De Janeiro;-23.020728;-43.480103;3304557;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050767;TIM;RJ;Rio de Janeiro;CENTRO;Rua Barão De Itapagipe, 448, Rio De Janeiro;-22.923;-43.21833;3304557;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050775;TIM;RJ;Rio de Janeiro;CENTRO;Avenida Avenida Armando Ribeiro, 25, S/N, -;-23.02954;-43.469869;3304557;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015050783;TIM;RJ;Rio de Janeiro;CENTRO;Rua Rua Professor Taciel Cylleno, 624, S/N, ;-23.017424;-43.451877;3304557;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050791;TIM;RJ;Rio de Janeiro;CENTRO;Rua Rua Cândido Benício, 1381, S/N, ;-22.89401;-43.34912;3304557;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050805;TIM;RJ;Rio de Janeiro;CENTRO;Rua Rua Marques De São Vicente, 299, S/N, -;-22.98026;-43.23454;3304557;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015050813;VIVO;MG;Juiz de Fora;TORREÕES;RUA JOÃO CARRICO - CENTRO - JUIZ DE FORA - MG - 214 -  -, 214, ;-21.76651;-43.35295;3136702;;4G 5G ;700 1800 2100 3500 
1015050821;VIVO;MG;Montes Claros;MONTES CLAROS;RUA 02, S/N, ;-16.77146;-43.87479;3143302;;4G 5G ;700 2500 3500 
1015050830;VIVO;MG;Manhuaçu;PONTE DO SILVA;RUA AMARAL FRANCO, 20, ;-20.25368;-42.0323;3139409;;4G 5G ;700 1800 2100 3500 
1015050848;VIVO;MG;Montes Claros;MONTES CLAROS;AVENIDA A, S/N, ;-16.69449;-43.8149;3143302;;4G 5G ;700 2500 3500 
1015050856;VIVO;MG;Ouro Preto;OURO PRETO;RUA DO BOSQUE, 40, ;-20.39333;-43.49172;3146107;;4G 5G ;700 2500 3500 
1015050864;VIVO;MG;Belo Horizonte;CENTRO;Av. Santos Dumont, 612, ;-19.915636;-43.939458;3106200;;4G ;2500 
1015050872;VIVO;MG;Cataguases;CATAGUASES;R.JOAQUIM FRANCISCO FERREIRA, S/N, ;-21.37922;-42.70108;3115300;;4G 5G ;700 1800 2100 2500 3500 
1015050880;VIVO;MG;Vespasiano;VESPASIANO;AVENIDA DAS NAÇÕES, N° 2880, S/N, ;-19.70608;-43.89688;3171204;;4G 5G ;700 1800 2100 3500 
1015050899;VIVO;MG;João Pinheiro;ZONA RURAL;RODOVIA MG 181, KM 85, S/N, Fazenda dos Três Rios;-17.060761;-46.182411;3136306;;3G 4G ;700 850 
1015050902;TIM;DF;Brasília;TAGUATINGA;Rua 12, Chácara 154, S/N, -;-15.7948;-48.0414;5300108;;3G 4G ;700 1800 2100 
1015050910;TIM;DF;Brasília;ASA SUL;Rua Sqs 304 Sul - Condominio Bloco G, S/N, -;-15.806134;-47.896453;5300108;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050929;TIM;DF;Brasília;CENTRO;Rua Projetada, S/N, -;-16.0365;-48.0238;5300108;;3G 4G ;1800 2100 
1015050937;TIM;DF;Brasília;SETOR SUDOESTE;RUA CLSW, 301, BLOCO B - SETOR SUDOESTE;-15.797444;-47.920417;5300108;;2G 3G 4G 5G ;700 1800 2100 3500 
1015050945;TIM;DF;Brasília;SOBRADINHO;CHACARA MINI CHÁCARA, SN, QMS 08 LOTE 07;-15.626903;-47.833025;5300108;;4G 5G ;1800 3500 
1015050953;TIM;AC;Rio Branco;CENTRO;RUA PROJETADA, S/N, ;-10.02908;-67.79986;1200401;;3G 4G 5G ;2100 2500 3500 
1015050961;TIM;RS;Porto Alegre;AGRONOMIA;RUA PROF BERNADETH DA ROCHA JACKLE, 208, ;-30.090611;-51.133694;4314902;;3G 4G 5G ;1800 2100 2500 3500 
1015050970;TIM;DF;Brasília;ASA NORTE;Rua Scln: 106 - Bl: B - Lj: 14, S/N, -;-15.770861;-47.884028;5300108;;2G 3G 4G ;700 1800 2100 
1015050988;TIM;RS;Porto Alegre;CENTRO;Rua Marcio Dias 148 Quadra 12 Lote 8, S/N, -;-30.09264;-51.22503;4314902;;4G ;1800 2500 
1015050996;TIM;DF;Brasília;ASA SUL;Rua Sqs 111 Bloco J, S/N, -;-15.82385;-47.91201;5300108;;2G 3G 4G ;700 1800 2100 
1015051003;TIM;DF;Brasília;ASA SUL;Rua Set Shs Q 3 Bl A Planalto Bitar,0 Setor Horteleiro Sul, S/N, -;-15.79825;-47.95;5300108;;2G 3G 4G ;700 1800 2100 
1015051011;TIM;MT;Juara;CENTRO;Rua São Paulo, S/N, ;-11.256528;-57.507167;5105101;;2G 3G 4G ;700 900 1800 2100 2500 
1015051020;TIM;DF;Brasília;LAGO SUL;Quadra Shis Qi 23 Comercio Local, S/N, -;-15.85124;-47.84693;5300108;;2G 3G 4G ;700 900 1800 2100 
1015051038;TIM;DF;Brasília;ASA SUL;Rua Sqs 315 Asa Sul, Bloco I, S/N, -;-15.826834;-47.92459;5300108;;2G 3G 4G ;700 1800 2100 
1015051046;TIM;GO;Formosa;CENTRO;Rua 14  Qu2 - Parque Vila Verde, 20, ;-15.548583;-47.311028;5208004;;3G 4G 5G ;700 2100 2500 3500 
1015051054;TIM;MT;Jaciara;CENTRO;Rua Guaicurus, S/N, -;-15.96675;-54.96925;5104807;;2G 4G ;700 900 1800 
1015051062;TIM;RS;Porto Alegre;CENTRO;RUA ESTRADA DO VAREJAO, S/N, ;-30.220528;-51.097917;4314902;;3G 4G 5G ;1800 2100 3500 
1015051070;TIM;SC;Irineópolis;ZONA RURAL;Sitio Do Alemão, S/N, Colônia Poço Preto;-26.292056;-50.880972;4207908;;3G 4G ;850 
1015051089;TIM;SC;Joinville;JARDIM PARAISO;Estrada Timbé, 7511, Quadra N° 03, Lote N° 01;-26.218861;-48.814806;4209102;;4G 5G ;700 1800 2100 3500 
1015051097;TIM;SC;São Miguel do Oeste;CENTRO;RUA PROCOPIO RODRIGUES DA SILVA, 181, -;-26.719556;-53.518222;4217204;;3G 4G ;700 850 1800 2500 
1015051100;TIM;TO;Alvorada;CENTRO;Avenida Pedro Ludovico C/ Av. Progresso, S/N, -;-12.485;-49.121389;1700707;;2G 3G ;900 1800 2100 
1015051119;TIM;DF;Brasília;ASA NORTE;Rua Scrn 712/713 Bloco A, S/N, -;-15.750806;-47.895611;5300108;;2G 3G 4G ;700 1800 2100 
1015051127;TIM;DF;Brasília;CEILANDIA;Rua Qnn: 18 - Cj: G, S/N, -;-15.824667;-48.118028;5300108;;2G 4G ;700 1800 2500 
1015051135;TIM;DF;Brasília;TAGUATINGA;RUA C:07, S/N, LT:16 - ED. VIA CENTRALE;-15.831278;-48.056028;5300108;;4G ;700 
1015051143;TIM;SC;São José;Barreiros;Rua Santo Antonio, 1290, -;-27.58075;-48.608472;4216602;;4G ;700 1800 
1015051151;TIM;MT;Várzea Grande;CENTRO SUL;Av Gov Julio Campos, S/N, Jd Gloria I;-15.646639;-56.189278;5108402;;2G 3G 4G ;700 1800 2100 2500 
1015051160;TIM;DF;Brasília;ASA SUL;Rua Sqs 212, S/N, Bloco A - Nº Apt 101;-15.828194;-47.911194;5300108;;2G 3G 4G ;700 1800 2100 
1015051178;TIM;DF;Brasília;SETOR HABITACIONAL FERCAL (SOBRADINHO);LOTEAMENTO LOTE 68, CONJUNTO D, QD 06, CONDOMÍNIO QUINTA DO TOCANTINS, BANANAL FERCAL., 6, BANANAL FERCAL;-15.595389;-47.859222;5300108;;2G 3G 4G ;900 1800 2100 2500 
1015051186;TIM;GO;Goianápolis;Setor Hamaoka;Avenida Av. Carlos De Pina, S/N, ;-16.507361;-49.022806;5208400;;2G 3G 4G ;700 900 1800 2100 
1015051194;TIM;MT;Cuiabá;CENTRO SUL;Rua Da Orquídeas, S/N, -;-15.588194;-56.082056;5103403;;2G 3G 4G ;700 1800 2100 2500 
1015051224;TIM;SP;Socorro;CENTRO;Rua Projetada, S/N, -;-22.557092;-46.544081;3552106;;2G 4G ;900 1800 
1015051232;TIM;SP;Nazaré Paulista;ZONA RURAL;Rua Jose Da Silva, 17, Tanque Preto;-23.1675061;-46.4057042;3532405;;2G 4G ;700 1800 
1015051240;TIM;SP;Embu-Guaçu;ZONA RURAL;RUA JOSÉ FRAZÃO BEZERRA, S/N, ;-23.8705;-46.798567;3515103;;2G 4G 5G ;700 1800 2100 3500 
1015051259;TIM;SP;Paulínia;PARQUE DA FIGUEIRA;AVENIDA DOS PIONEIROS, 71, ;-22.78256;-47.14177;3536505;;3G 4G ;700 1800 2100 
1015051267;TIM;SP;São Paulo;VILA ANTONINA;RUA MARAGOJIPE, 17, ;-23.5573;-46.5494;3550308;;2G 3G 4G 5G ;900 1800 2100 2500 3500 
1015051275;TIM;SP;Descalvado;ZONA RURAL;RUA ORDERIGO GABRIELLI, 613, ;-21.90351;-47.61874;3513702;;2G 3G 4G 5G ;700 900 1800 2100 3500 
1015051283;TIM;SP;Diadema;Serraria;Avenida Nossa Senhora Das Graças, 328, ;-23.7051;-46.60693;3513801;;2G 3G 4G 5G ;700 900 1800 2100 2500 3500 
1015051291;TIM;SP;Atibaia;CENTRO;Rua Projetada, S/N, -;-23.11079;-46.4951;3504107;;4G ;700 2100 
1015051305;TIM;SP;Rio Grande da Serra;PARQUE AMERICA;Rua Marília, S/N, -;-23.765717;-46.411225;3544103;;4G ;700 1800 2100 
1015051313;TIM;SP;Guarulhos;JARDIM FORTALEZA;RUA WALDECIR MANOEL RIBEIRO, S/N, ;-23.38051;-46.44862;3518800;;2G 3G 4G 5G ;700 900 1800 2100 3500 
1015051321;TIM;SP;Meridiano;CENTRO;Rua Santiago Garrido Navas, S/N, P/02 Lote 06-Quadra 02;-20.357417;-50.174217;3529609;;2G 3G 4G ;700 900 1800 2100 
1015051330;TIM;SP;Ribeirão Preto;CENTRO;RUA MARIA OFÉLIA DOS SANTOS LAPRIA, S/N, ;-21.150006;-47.835222;3543402;;4G 5G ;1800 3500 
1015051348;TIM;SP;Araraquara;Jardim Araraquara;Avenida Joao Bosco Antonio da Silva Faria, 19, ;-21.801833;-48.147222;3503208;;4G 5G ;1800 3500 
1015051356;TIM;SP;Indaiatuba;ZONA RURAL;Estrada Mun. José Boldrin, S/N, -;-23.12842;-47.17684;3520509;;2G 3G 4G 5G ;700 1800 2100 3500 
1015051364;TIM;SP;Mauá;VILA TAVARES;Rua Beija-Flor, 307, Ed. Parque Das Cerejeiras;-23.67986;-46.411806;3529401;;2G 3G 4G 5G ;700 900 1800 2100 2500 3500 
1015051372;TIM;SP;Arujá;JARDIM SAO JORGE;Rua Das Hortências, S/N, Quadra V Lote 2;-23.417647;-46.287092;3503901;;2G 3G 4G ;700 900 1800 2100 2500 
1015051380;TIM;SP;Matão;VILA SANTA CRUZ;RUA RICÃO, 315, ;-21.611416;-48.349927;3529302;;2G 3G 4G ;700 1800 2100 
1015051399;TIM;SP;Sertãozinho;ZONA RURAL;Rodovia Carlos Tonani, S/N, Sítio Verssutes;-21.172722;-48.071806;3551702;;3G 4G ;1800 2100 
1015051402;TIM;SP;Araraquara;CENTRO;Rua Alexandre Galanni, S/N, Pq. Res. Iguatem;-21.831117;-48.1406;3503208;;4G 5G ;1800 3500 
1015051410;TIM;SP;Guarulhos;Cumbica;Rua Estrela D’Alva, 209, -;-23.458858;-46.468717;3518800;;2G 3G 4G ;700 900 1800 2100 2500 
1015051429;TIM;SP;Ribeirão Preto;PARQUE DOS LAGOS;RUA MANOEL DA CRUZ RAMALHEIRO, S/N, ;-21.200119;-47.741169;3543402;;4G 5G ;1800 2500 3500 
1015051437;TIM;SP;Limeira;VILA QUEIROZ;Rua Tangerina, 378, -;-22.548653;-47.392042;3526902;;4G 5G ;700 1800 3500 
1015051445;TIM;SP;Campinas;CENTRO;RUA FRANCISCO PAULO LIMA, 20, ;-22.93752;-47.02661;3509502;;2G 3G 4G 5G ;700 1800 2100 2500 3500 
1015051453;TIM;SP;Barueri;Centro Comercial - Alphaville;Avenida  Copacabana, 229, ;-23.485528;-46.855472;3505708;;2G 3G 4G 5G ;700 900 1800 2100 2500 3500 
1015081344;TIM;SP;Campinas;CENTRO;RUA PROJETADA, S/N, ;-22.901311;-46.826533;3509502;;4G ;700 1800 
1015081352;TIM;SP;São Paulo;BELA VISTA;AVENIDA PAULISTA, 2239, ;-23.557642;-46.661008;3550308;;4G 5G ;1800 2100 2500 3500 
1015081360;TIM;SP;São Paulo;BELA VISTA;Avenida Paulista, 2006, Sls Qmc Banca;-23.558931;-46.659058;3550308;;4G 5G ;1800 2100 2500 3500 
1015081379;TIM;SP;São Paulo;BELA VISTA;AVENIDA PAULISTA, 1754, ;-23.560508;-46.657299;3550308;;4G 5G ;1800 2100 2500 3500 
1015081387;TIM;SP;São Paulo;BELA VISTA;AVENIDA PAULISTA, 1345, ;-23.56299;-46.654895;3550308;;4G 5G ;1800 2100 2500 3500 
1015082073;CLARO;MG;Sete Lagoas;SETE LAGOAS;R FERNANDO PINTO, 232, ;-19.46436;-44.24675;3167202;;2G 3G 4G ;700 1800 2100 2500 
1015082090;CLARO;PA;Nova Timboteua;CENTRO;ROD PA-324, KM23, ;-1.19695;-47.37739;1505007;;2G 4G ;850 
1015082103;CLARO;PR;Londrina;LONDRINA;R PEDRO ANTÔNIO DE SOUZA, 92, ;-23.28271;-51.11182;4113700;;2G 4G 5G ;700 1800 3500 
1015082120;CLARO;SC;Balneário Camboriú;CENTRO;AVENIDA BRASIL, 1271, ATLANTICO SHOPPING CENTER;-26.9853;-48.6346;4202008;;2G 3G 4G ;1800 2100 
1015082138;CLARO;SC;Florianópolis;CENTRO;R DESEMBARGADOR ARNO HOESCHL, 254, ;-27.5903;-48.5572;4205407;;3G 4G 5G ;700 1800 2100 3500 
1015082146;CLARO;SP;São Vicente;SAMARITA;ROD PADRE MANOEL DA NÓBREGA, KM83, RUMO FASE 2 - POSTE KM 83,41;-23.95683;-46.54847;3551009;;4G ;1800 
1015084874;CLARO;RJ;Rio de Janeiro;BARRA DA TIJUCA;AVENIDA JORGE CURI, 550, HOSPITAL AMÉRICAS MEDICAL CENTER;-22.99283;-43.37019;3304557;;3G 4G ;1800 2100 2500 
1015084882;CLARO;SP;Tuiuti;ARRAIAL VILA BERNARDI;R DOMINGOS BERNARDI, S/N, LOTE 39 QD A -;-22.83492;-46.64818;3554953;;2G 4G ;850 
1015085706;VIVO;ES;Cariacica;SANTO ANDRÉ;RUA SÃO BERNARDO, S/N, RBR-NÃO;-20.349489;-40.400919;3201308;;4G 5G ;700 2500 3500 
1015086087;VIVO;CE;Marco;MARCO;RUA PEAPOLIANO, S/N, ;-3.122194;-40.151944;2307809;;4G ;700 
1015086095;VIVO;CE;Fortim;FORTIM;RUA SDO, S/N, ;-4.423194;-37.77725;2304459;;4G ;700 1800 2100 
1015086109;VIVO;CE;Fortaleza;MESSEJANA;RUA ELISIÁRIO MENDES, 950, -;-3.815027;-38.494916;2304400;;3G 4G 5G ;700 1800 2100 2500 3500 
1015086117;VIVO;PE;Barreiros;LOTEAMENTO COLINAS DOURADAS;RODOVIA PE-60, S/N, ;-8.816305;-35.178722;2601409;;3G 4G ;700 2100 2500 
1015086125;VIVO;RN;Natal;ALECRIM;AVENIDA PRESIDENTE BANDEIRA, 1921, ESQUINA COM RUA DOS CANINDÉS;-5.800222;-35.2155;2408102;;3G 4G 5G ;700 1800 2100 2500 3500 
1015086303;VIVO;BA;Salvador;SALVADOR;ESTRADA DA LIBERDADE, 448, RBR-NÃO;-12.945281;-38.491089;2927408;;3G 4G 5G ;700 850 1800 2100 3500 
1015088454;VIVO;PA;Parauapebas;ZONZ RURAL;VICINAL SANTA RITA A 55KM DE OURILÂNDIA DO NORTE, S/N, ;-6.309039;-51.132719;1505536;;4G ;700 
1015089876;CLARO;MG;Senhora de Oliveira;ZONA RURAL;SIT PRUDENTE - PRUDENTES_ ACESSO PELA MG 275, S/N, ;-20.76787;-43.3922;3166006;;2G 4G ;700 1800 
1015089884;CLARO;PE;Santa Maria da Boa Vista;CENTRO;POVOADO AGROVILA 21, S/N, ;-8.41417;-39.76932;2612604;;2G 4G ;850 1800 
1015091978;CLARO;BA;Camaçari;CATU DE ABRANTES;ROD BA099, S/N, ESTRADA DO COCO;-12.87081;-38.26986;2905701;;2G 3G 4G ;700 1800 2100 
1015093687;VIVO;MS;Corumbá;Dom Bosco;RUA TREZE DE JUNHO, 1621, ;-19.002461;-57.6582;5003207;;4G ;2500 
1015093695;VIVO;MS;Corumbá;Dom Bosco;RUA JOSÉ FRAGELLI, 0, S/N, ;-19.001639;-57.667667;5003207;;4G ;2500 
1015093709;VIVO;MS;Corumbá;Maria Leite;RUA DUQUE DE CAXIAS, S/N, S/N, ;-19.01725;-57.654028;5003207;;4G ;2500 
1015093717;VIVO;MS;Corumbá;CENTRO;RUA DOM AQUINO, 941, ;-19.002222;-57.651392;5003207;;4G ;2500 
1015093725;VIVO;MS;Corumbá;Previsul;RUA ALAMEDA DEZESSETE BC, S/N, S/N, ;-19.019083;-57.640306;5003207;;4G ;2500 
1015093733;VIVO;MG;Barbacena;SÃO SEBASTIÃO;RUA LINO ARMOND, 123, ;-21.215631;-43.775661;3105608;;4G 5G ;700 1800 2100 2500 3500 
1015094187;VIVO;PB;Campina Grande;CENTRO;PARQUE DO POVO, S/N, ;-7.22299;-35.88862;2504009;;4G 5G ;1800 2100 2500 3500 
1015094195;VIVO;PB;Campina Grande;CENTRO;PARQUE DO POVO, S/N, ;-7.22341;-35.8875;2504009;;4G 5G ;1800 2100 2500 3500 
1015094209;VIVO;PB;Campina Grande;CENTRO;RUA SEBASTIÃO DONATO, 31, ;-7.22472;-35.8865;2504009;;4G 5G ;1800 2100 2500 3500 
1015094845;CLARO;RS;Alto Alegre;Treze de Maio;R JACOBE TEOBALDO PUHL SOBRINHO, S/N, ;-28.81133;-53.03436;4300554;;2G 4G ;850 
1015094853;CLARO;RS;Alpestre;VOLTA GRANDE;R PRINCIPAL, S/N, PARTE DOS LOTES RURAIS 09 E 59 DA  1ªSECÇÃO DE VOLTA GRANDE;-27.12306;-53.05159;4300505;;2G 4G ;850 
1015094861;CLARO;RS;Camaquã;JARDIM;ROD RS350, S/N, ACESSO AO SITE PELA ESTRADA CAPELA VELHA;-30.83077;-51.92366;4303509;;2G 4G ;850 
1015094870;CLARO;RS;Campestre da Serra;SAO BERNARDO;R ITÁLIA, S/N, ;-28.84314;-51.13135;4303673;;2G 4G ;850 
1015094888;CLARO;RS;Alto Alegre;Santa Lúcia;AV JOVANI FAVETTI, S/N, ;-28.82275;-52.99553;4300554;;2G 4G ;850 
1015094896;CLARO;RS;Farroupilha;JANSEN;R QUINZE DE NOVEMBRO, S/N, ;-29.13639;-51.36953;4307906;;2G 4G ;850 
1015094900;CLARO;RS;Herval;ZONA RURAL;EST PASSO DO MINGOTE, S/N, ;-32.13546;-53.40352;4307104;;2G 4G ;850 
1015094918;CLARO;RS;Marcelino Ramos;CORONEL TEIXEIRA;LT CENTO E OITO, S/N, LINHA 3 (RUA SEM DENOMINAÇÃO);-27.408;-52.03996;4311908;;2G 4G ;850 
1015094926;CLARO;RS;Rolante;ROLANTINHO;AV ANEXAÇÃO, 3045, ;-29.68965;-50.57968;4316006;;2G 4G ;850 
